time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material
1770938551.755643,0.45,-0.01,0.01,0.45011109739707594,45.00660907879972,0.09090909090909091,10.207200048842088,4.144505919589565,1.0000000000000002,0.004407071932996937,Material_POM_raw_3
1770938551.7558093,0.45,-0.0,0.01,0.45,44.99550044995501,0.09,10.542049286653592,5.399081018774962,1.0000000000000002,0.004353048242135111,Material_POM_raw_3
1770938551.755869,0.45,-0.0,0.01,0.45,44.99550044995501,0.08,10.899919217388847,6.393326566845178,1.0000000000000002,0.004295811785133916,Material_POM_raw_3
1770938551.7559137,0.45,-0.0,0.0,0.45,450000.00000000006,0.09,4510.807834143625,44773.34889773521,1.0000000000000002,0.0042352323085550975,Material_POM_raw_3
1770938551.756323,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,9010.715749069863,62998.46950265059,1.0000000000000002,0.004171164158931663,Material_POM_raw_3
1770938551.7563825,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,13510.623663996097,76762.38144657078,1.0000000000000002,0.004103443930807004,Material_POM_raw_3
1770938551.7564232,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,18010.53157892233,88179.48122174252,1.0000000000000002,0.0040318876056992525,Material_POM_raw_3
1770938551.7564602,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,22510.43949384857,98072.83145314414,1.0000000000000002,0.00395628704164641,Material_POM_raw_3
1770938551.7564962,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,27010.347408774807,106866.46474667513,1.0000000000000002,0.0038764056245445943,Material_POM_raw_3
1770938551.7565324,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,31510.25532370104,114813.34401184505,1.0000000000000002,0.003791972823649487,Material_POM_raw_3
1770938551.756567,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,36010.163238627276,122078.94288707842,1.0000000000000002,0.003702677294038087,Material_POM_raw_3
1770938551.7566025,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,40510.071153553516,128778.62511762272,1.0000000000000002,0.003608158021964641,Material_POM_raw_3
1770938551.7566378,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,45009.979068479755,134996.673794054,1.0000000000000002,0.003507992787669895,Material_POM_raw_3
1770938551.756673,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,49509.88698340599,140796.9148853966,1.0000000000000002,0.003401682878284489,Material_POM_raw_3
1770938551.756708,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,54009.79489833223,146229.07441595657,1.0000000000000002,0.0032886324406472267,Material_POM_raw_3
1770938551.756743,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,58509.70281325846,151332.79494334164,1.0000000000000002,0.0031681199747065213,Material_POM_raw_3
1770938551.756778,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,63009.61072818469,156140.28661333362,1.0000000000000002,0.003039257958414391,Material_POM_raw_3
1770938551.7568128,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,67509.51864311093,160678.14113792466,1.0000000000000002,0.002900933922141212,Material_POM_raw_3
1770938551.7568474,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,72009.42655803717,164968.61105343062,1.0000000000000002,0.0027517213199500447,Material_POM_raw_3
1770938551.756883,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,76509.3344729634,169030.53535906362,1.0000000000000002,0.0025897387404715715,Material_POM_raw_3
1770938551.7569172,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,81009.24238788964,172880.0242716307,1.0000000000000002,0.002412415218059398,Material_POM_raw_3
1770938551.7569518,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,85509.15030281589,176530.97563334872,1.0000000000000002,0.002216071195594469,Material_POM_raw_3
1770938551.7569861,0.45,0.0,-0.0,0.45,450000.00000000006,0.09,90009.0582177421,179995.4710026857,1.0000000000000002,0.001995098950617755,Material_POM_raw_3
1770938551.7570212,0.45,0.0,-0.0,0.45,450000.00000000006,0.08,94508.98147992486,183284.07612709267,1.0000000000000002,0.0017401413795327854,Material_POM_raw_3
1770938551.757056,0.45,0.0,-0.0,0.45,450000.00000000006,0.08,99008.9047421076,186406.10752685674,1.0000000000000002,0.0014331741478139002,Material_POM_raw_3
1770938551.757091,0.45,0.0,-0.0,0.45,450000.00000000006,0.08,103508.82800429035,189369.80399772077,1.0000000000000002,0.0010286438520477185,Material_POM_raw_3
1770938551.757154,0.45,0.0,-0.0,0.45,450000.00000000006,0.07,108008.73591921657,192182.49947703854,1.0000000000000002,0.00020112714869622447,Material_POM_raw_3
1770938551.7571917,0.45,0.0,-0.0,0.45,450000.00000000006,0.07,112508.64583217328,194850.72427965983,1.0000000000000002,0.0002025449288403515,Material_POM_raw_3
1770938551.7572262,0.45,0.0,-0.0,0.45,450000.00000000006,0.07,117008.55574513,197380.33848619435,1.0000000000000002,0.00020385607484868173,Material_POM_raw_3
1770938551.7572608,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,121508.44313688889,199776.6212139629,1.0000000000000002,0.00020506263214924842,Material_POM_raw_3
1770938551.7572956,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,126008.33052864781,202044.30398636032,1.0000000000000002,0.00020616643701811175,Material_POM_raw_3
1770938551.75733,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,130508.21792040672,204187.6714934604,1.0000000000000002,0.00020716913186815864,Material_POM_raw_3
1770938551.757364,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,135008.10531216563,206210.60019657767,1.0000000000000002,0.00020807217844480877,Material_POM_raw_3
1770938551.757399,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,139507.99270392454,208116.60218220766,1.0000000000000002,0.00020887686919338048,Material_POM_raw_3
1770938551.7574334,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,144007.88009568345,209908.8626076201,1.0000000000000002,0.00020958433701683728,Material_POM_raw_3
1770938551.7574675,0.45,0.0,-0.0,0.45,450000.00000000006,0.06,148507.76748744235,211590.27181206885,1.0000000000000002,0.0002101955636045734,Material_POM_raw_3
