k_eff,Fz_peak,mu_mean,mu_std,slip,micro,Fz_mean,Fz_std,Ft_mean,Ft_std,material
18.109457658314966,2.6,2.5607448592186306,1.6852271782350683,270.6002580645224,3.8992143262468453,2.4005041031652987,0.12449797540521988,6.117784442844082,3.8992143262468453,Material_EPEfoam_raw
22.139242082440116,3.17,2.353791696964923,1.2165756133102261,274.13751633986345,3.19471165218774,2.6886418338108884,0.3393297634100082,6.401094930810203,3.19471165218774,Material_EPEfoam_raw
25.54394673825971,3.64,2.438282784115594,1.2627617900381987,274.1375163398756,3.9001889810145856,2.9095110887096776,0.4591381882234422,7.289933611602094,3.9001889810145856,Material_EPEfoam_raw
24.671029503161353,3.66,2.6311782345662094,1.7071145200498532,277.7684768211985,5.311168005424515,2.8805356352368303,0.38636330768484206,7.917927316712719,5.311168005424515,Material_EPEfoam_raw
102.40201839433223,8.73,0.739018328572624,0.3901342396025499,1506.935568862288,3.4774824880615838,6.282009653356735,1.5656797398366011,5.194739133743593,3.4774824880615838,Material_Metal_raw
92.01134285103345,8.71,0.7216076551664895,0.3492806151911711,1563.094658385083,2.9989317789753436,6.408030172413793,1.5685555481749172,5.075809095064011,2.9989317789753436,Material_Metal_raw
103.332525947285,8.3,0.7440340539137895,0.3498740235755569,1655.6463157894875,3.009494108066027,6.198140149845747,1.603743273191747,5.127833600103602,3.009494108066027,Material_Metal_raw
100.33470046338643,8.63,0.7965379440101132,0.32251469390733994,1582.756226415084,2.877018256433051,6.427089783281733,1.7025172780810556,5.552276653426461,2.877018256433051,Material_Metal_raw
103.50707126404693,8.85,0.8162770259798424,0.3827482317882356,1858.235949367096,3.555841431292689,6.595453345070422,1.8304739839030362,5.975433129949859,3.555841431292689,Material_Metal_raw
116.48523191773852,10.13,0.9958120496240426,0.4617162827398533,1677.721600000007,4.409294806570308,6.977686663789383,2.0115231916396246,7.616951073137692,4.409294806570308,Material_Metal_raw
102.78349675033942,9.33,1.0463155578197016,0.3656077213551125,1623.60154838711,3.5282044845344678,6.941903068030236,1.7732601622086686,7.670808453370115,3.5282044845344678,Material_Metal_raw
105.5181381647148,9.05,0.8582310640644513,0.4699805229024894,1602.918726114663,4.328733341554131,6.365723242274966,1.7370077447990957,6.194398480808541,4.328733341554131,Material_Metal_raw
102.0072446376041,7.52,0.5954924006564214,0.31859121962080206,1563.094658385083,2.4129717989779373,5.737045658012534,1.2562450802235572,3.786441881201738,2.4129717989779373,Material_Metal_raw
105.87840892704683,9.28,0.8333194337181522,0.39989888564729964,1582.7562264151074,3.6900010689215326,6.461255430060817,1.7131680267894098,5.971234205846496,3.6900010689215326,Material_Metal_raw
100.4912417309532,7.73,0.6559618637663434,0.34874109266330205,1634.1444155844292,2.737975326815736,5.82828125,1.4784415181819508,4.30141818317331,2.737975326815736,Material_Metal_raw
100.59323558477088,8.62,0.7192604241809546,0.34432722449981273,1835.0080000000075,3.2672095651460364,6.39214000886132,1.7119727165119103,5.12380119529202,3.2672095651460364,Material_Metal_raw
83.1192579040423,7.18,0.5878959496753431,0.2957707008306893,1361.7870129870082,2.2473026821070774,5.623281039892425,1.3019997691356242,3.658818773123921,2.2473026821070774,Material_Metal_raw
90.23516194080374,7.96,0.7656160540972906,0.33203944338584035,1602.918726114663,2.7175408424665095,6.065266872518747,1.4592676184146494,5.065956352294288,2.7175408424665095,Material_Metal_raw
86.69680690831308,7.36,0.6469939040578103,0.28923205601154034,1344.3282051282004,2.2726543030132227,5.9037067026540715,1.3545290079783634,4.1716335738540185,2.2726543030132227,Material_Metal_raw
112.59739119207103,8.8,1.9485356492981623,0.795689881705597,1344.3282051282004,4.07658466730633,7.004299905392621,1.4028309352367212,13.072650074366681,4.07658466730633,Material_POM_raw
103.06586124241186,9.47,1.8024922901361946,0.8228706315549965,1335.7656050955604,4.484030800149774,7.543691423519011,1.6466956539543858,12.889311460392584,4.484030800149774,Material_POM_raw
123.65231200529598,9.82,1.7599055982805683,0.8437719574256013,1370.6875816993415,4.923060656089839,7.8303847894975105,1.7085019703721362,13.057574309235061,4.923060656089839,Material_POM_raw
105.89271873177667,8.98,1.3671810384622998,0.5138060546316559,1370.6875816993415,3.601951452450334,7.833846497099509,1.1637545685231878,10.506637125667776,3.601951452450334,Material_POM_raw
110.09161872902197,9.5,1.6774771153294794,0.7479712840725936,1361.7870129870205,4.252538839424032,7.662848837209301,1.5979836569400467,12.268010399473392,4.252538839424032,Material_POM_raw
116.62027248063693,9.71,1.62788474865162,0.7491648689449857,1353.001290322576,4.570377914399643,7.9559636685866195,1.6418154211968956,12.376555865263306,4.570377914399643,Material_POM_raw
124.35268243831015,9.36,1.6569372199183656,0.7649467174172032,1327.3113924050583,4.317496026810503,7.54149246919215,1.6098775463105566,11.884336199734328,4.317496026810503,Material_POM_raw
107.59691483610139,8.81,1.6609269017826078,0.6621606404922991,1335.7656050955366,3.7038363851824365,7.215718181818182,1.4127466261398118,11.577811537002324,3.7038363851824365,Material_POM_raw
108.6407951825028,9.35,1.6231479512364413,0.6995334031011511,1302.578881987573,4.093065981944844,7.622995082700046,1.5587145726158698,11.863163197131975,4.093065981944844,Material_POM_raw
100.2217242864836,8.53,1.726932254233602,0.6545190402992186,1335.7656050955366,3.2148432590761047,6.76288969917958,1.3595286596942977,11.225713603183689,3.2148432590761047,Material_POM_raw
100.1584034622086,8.55,1.6270780737738135,0.6216570079864339,1318.9635220125974,3.2582374521020525,6.960836762688614,1.3790139762677471,10.925371691308113,3.2582374521020525,Material_POM_raw
111.12918051949185,9.62,1.6236154782339762,0.7798129952432261,1310.720000000019,4.468407447237603,7.863460854092527,1.698747507331012,12.063586488279702,4.468407447237603,Material_POM_raw
109.44978000292102,9.19,1.6930955728553199,0.8261828101640434,1361.7870129870082,4.386968353609151,7.446871633752243,1.627028342619537,11.835383633284437,4.386968353609151,Material_POM_raw
118.12319714615714,9.7,1.7403001751901523,0.8622008514635033,1344.3282051282242,4.879636880082014,7.774669959586889,1.72705641433446,12.705670892808854,4.879636880082014,Material_POM_raw
115.20506639412484,9.31,1.8781438830294288,0.8608339601916323,1370.687581699366,4.437305858055031,7.357592425608656,1.604312962846082,13.05712952451635,4.437305858055031,Material_POM_raw
106.97805860275292,9.12,2.4223603466535923,1.251279373713895,1327.3113924050583,4.88459474960632,6.956672512056115,1.905140401468036,15.130886898685045,4.88459474960632,Material_Silicone_raw
99.34270266081329,7.96,2.881090369023423,1.5278013438418363,1310.7199999999953,5.287210488002983,6.064190697674418,1.4596929817066666,15.830536740366998,5.287210488002983,Material_Silicone_raw
102.05895963542774,7.68,3.0068939176246015,1.483809371110895,1344.3282051282004,4.956522555307656,5.698761814744802,1.378588693003687,15.618309319571905,4.956522555307656,Material_Silicone_raw
104.22761701611502,7.69,3.0255958946373425,1.4758690229626525,1075.462564102565,5.029106753396293,5.779914732354334,1.400357230029803,15.971343690349293,5.029106753396293,Material_Silicone_raw
95.04045550579296,7.63,3.1386772468528013,1.5417520440245545,1103.764210526317,4.75403842407954,5.76996699669967,1.4988934308557755,16.35412919327686,4.75403842407954,Material_Silicone_raw
107.47849635184892,7.93,3.3800524342579283,1.8721645043829391,1240.9183431952729,5.462399434059165,5.867115203021719,1.646255297107131,17.366827721937337,5.462399434059165,Material_Silicone_raw
120.28397888374529,8.63,3.7416555949586052,2.5657050119640865,1353.001290322588,6.393354068278216,6.044414117647059,1.94524179601847,18.455761083450206,6.393354068278216,Material_Silicone_raw
108.11128656250625,8.53,2.7153490086401284,1.549514053189093,1096.550065359478,5.069943303998183,6.362506775067751,1.7144041695172594,15.257924911032985,5.069943303998183,Material_Silicone_raw
115.43734517074242,8.4,3.0858520331748363,2.0559069900436313,1152.2813186813248,5.573278957480426,6.094638278388278,1.8299112393454362,15.740749719317959,5.573278957480426,Material_Silicone_raw
119.6464724498823,8.86,3.1585657241662877,2.2472223147287074,1344.3282051282124,5.716108071216318,6.26331059572533,2.0575928110116535,15.963275344467029,5.716108071216318,Material_Silicone_raw
99.72363603722472,7.96,3.024273576626308,1.7932071976752522,1310.720000000019,4.856421492098467,5.888659165494608,1.7077979182529148,15.314220308651803,4.856421492098467,Material_Silicone_raw
110.14811036570529,8.4,3.0483596663202213,1.9559541205350828,1310.7199999999953,5.656948019181982,6.12360853432282,1.7426474386298445,15.903515687814984,5.656948019181982,Material_Silicone_raw
109.1092670065383,8.33,3.1527612668663227,1.9981608463499991,1335.7656050955366,5.638881953924699,6.052116991643454,1.7865986142419839,16.15950348068856,5.638881953924699,Material_Silicone_raw
113.66717297687316,8.12,3.372290334508713,2.161454593004921,1370.6875816993415,5.2569790197140325,5.810184571699006,1.7865904555208454,16.348600834578424,5.2569790197140325,Material_Silicone_raw
126.42598014643066,9.09,2.939668778724542,1.5063516690442944,1379.705263157902,5.283122784777108,6.3960998151571165,1.6452580269518526,16.930615493765007,5.283122784777108,Material_Silicone_raw
124.29056539147521,9.82,2.833933260222587,0.7370438815306214,796.386835443021,4.996401402403844,6.707406483790523,2.11424312624298,18.10183150399772,4.996401402403844,Material_Wood_raw
193.9710399640154,9.78,3.2221244135901035,1.4457649369253687,1572.8640000000014,6.73902827511408,6.469529933481153,1.9032521707857477,19.148993273958407,6.73902827511408,Material_Wood_raw
188.89050005626322,9.59,3.372346672669395,1.4461873279927708,1344.3282051282124,6.8473743786665136,6.338482697426797,1.9026454299558428,19.721930178278463,6.8473743786665136,Material_Wood_raw
199.1897734074535,10.42,3.214355706024589,1.4147929080482249,1370.6875816993415,7.255360604717928,6.7162817147856515,1.9937830533357657,19.97204710899345,7.255360604717928,Material_Wood_raw
197.59223027866926,10.09,3.416833902812429,1.4375750600277084,1894.201806451597,7.0688542249376045,6.450750329091708,1.925555875809167,20.400927795736063,7.0688542249376045,Material_Wood_raw
181.1940365689561,9.62,3.8613952336246284,1.6767634431233889,1613.1938461538357,7.179219628350372,5.895671428571428,1.7413974346409695,21.048286804038273,7.179219628350372,Material_Wood_raw
189.52703865715046,9.62,4.051948991640235,1.9090804214614252,1882.059487179495,7.4110336901325295,5.916838833094213,1.9776128440182124,21.504085663148846,7.4110336901325295,Material_Wood_raw
189.13636089829166,9.76,2.63610860639756,1.096510352431755,1812.353580246921,6.46469309407608,7.1781547879317875,1.7073062489047544,18.095686473678423,6.46469309407608,Material_Wood_raw
187.9995419104254,9.98,2.9843480847026767,1.2607487589046182,1613.1938461538357,6.595175995154949,6.717832599118943,1.859330860688862,18.759485515567608,6.595175995154949,Material_Wood_raw
181.86467677997322,9.56,3.0040428237755776,1.2594314581735004,1623.6015483870983,6.488872934885728,6.534444935869085,1.8637030698093668,18.31643810634452,6.488872934885728,Material_Wood_raw
199.43401220865437,9.81,3.3117489822211805,1.5632239670480228,1370.6875816993415,6.510341706286805,6.475855697316321,1.9860978506945555,19.371439012514195,6.510341706286805,Material_Wood_raw
179.03614346988994,9.29,2.653719666377892,0.9914814684744795,1516.0134939759162,5.835842426713288,6.6423087188612095,1.684539351923905,16.940463298675628,5.835842426713288,Material_Wood_raw
189.5256461146607,9.96,3.002270042889219,1.2471730199080469,1370.6875816993415,6.647825393469788,6.819598077763216,1.7871406380625843,19.308702538710737,6.647825393469788,Material_Wood_raw
192.32761203359846,9.56,3.727932377236387,1.8170401603998927,1666.6108609271414,7.356243471194728,6.148047389205792,1.863991010793856,20.702289843533038,7.356243471194728,Material_Wood_raw
162.56054674080178,8.95,4.6479383914220325,1.6627040764559025,2150.92512820513,3.46390075477059,5.611153846153846,1.6548538851480696,23.63394550158798,3.46390075477059,Material_Wood_raw
