time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material,dFz_dt
1770940606.730633,-0.62,0.77,2.23,0.9885848471426214,0.4433113918525693,2.23,0.3667957126772783,0.1908317088840986,4.000000000000004,0.3039399630532831,Material_Silicone_raw_12,0.0
1770940606.7307577,-0.63,0.78,2.27,1.0026464980241043,0.441694297942646,2.27,0.3712126556567047,0.1873711257443501,4.000000000000004,0.3099347573301518,Material_Silicone_raw_12,320.7880688336523
1770940606.7308238,-0.65,0.8,2.3,1.0307764064044151,0.448163460104763,2.3,0.3756942902577525,0.1837636515197245,4.000000000000004,0.3161063251314666,Material_Silicone_raw_12,454.2567509025241
1770940606.7308853,-0.67,0.82,2.34,1.0589145385724006,0.4525273871987236,2.34,0.3802195641297396,0.1799893684826382,4.000000000000004,0.3224422617783776,Material_Silicone_raw_12,650.2796899224812
1770940606.730946,-0.69,0.83,2.37,1.079351657246145,0.4554224480268763,2.37,0.3847737886100084,0.1760293082817648,4.000000000000004,0.3287593254979538,Material_Silicone_raw_12,493.4475294117688
1770940606.731006,-0.71,0.85,2.41,1.1075197515168749,0.4595515734295855,2.41,0.3893693043443043,0.1718738115487774,4.000000000000004,0.3352215664723266,Material_Silicone_raw_12,668.4149800796819
1770940606.7380936,-0.72,0.87,2.44,1.129291813483123,0.4628243240404912,2.44,0.3939975475847091,0.1675024128433447,4.000000000000004,0.3416751707455072,Material_Silicone_raw_12,4.232680301399326
1770940606.749093,-0.74,0.88,2.48,1.1497825881443848,0.4636218244042582,2.48,0.3986337658287517,0.1628855380717843,4.000000000000004,0.3480849975346545,Material_Silicone_raw_12,3.6365483905928286
1770940606.862087,-0.76,0.9,2.51,1.1779643458101776,0.4693083173314185,2.51,0.4033268490020659,0.15802067463777,4.000000000000004,0.3546132349578464,Material_Silicone_raw_12,0.26550092735018216
1770940606.8621657,-0.78,0.92,2.55,1.2061509026651682,0.4730001684960783,2.55,0.4080568506870267,0.1528724270111194,4.000000000000004,0.3612479856969276,Material_Silicone_raw_12,508.4004848484853
1770940606.862209,-0.8,0.93,2.59,1.2267436570041843,0.4736460167406053,2.59,0.4127933108544327,0.1473955913128425,4.000000000000004,0.3678109898381846,Material_Silicone_raw_12,921.8250549450557
1770940606.8622491,-0.82,0.95,2.62,1.2549501982150526,0.4789884424529046,2.62,0.4175831952789617,0.1415710144248246,4.000000000000004,0.3744626770994784,Material_Silicone_raw_12,748.9828571428634
1770940606.8622873,-0.84,0.97,2.66,1.283160161476345,0.4823908567990557,2.66,0.4224071038469524,0.1353415128906306,4.000000000000004,0.3811914933238064,Material_Silicone_raw_12,1048.576000000001
1770940606.862325,-0.86,0.99,2.7,1.3113733259449805,0.4856936445375318,2.7,0.4272640402923277,0.1286448970166031,4.000000000000004,0.3879860177752003,Material_Silicone_raw_12,1061.8491139240516
1770940606.8623626,-0.88,1.01,2.74,1.3395894893585871,0.4889010950574788,2.74,0.4321530512429026,0.1214003820598171,4.000000000000004,0.3948349723531676,Material_Silicone_raw_12,1061.8491139240516
