time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material,dFz_dt
1770940079.351068,-1.34,1.0,3.17,1.6720047846821493,0.5274461379293411,3.0,0.5491292867443883,0.0161859725220706,4.000000000000004,0.47827300769546,Material_Silicone_raw_5,1023.000975609757
1770940079.3511064,-1.35,1.01,3.21,1.686001186239203,0.5252338507804836,3.03,0.548716079490122,0.0162631017250923,4.000000000000004,0.4825119793348583,Material_Silicone_raw_5,1042.063105590063
1770940079.3512018,-1.37,1.02,3.25,1.7080105386091735,0.5255415424823481,3.06,0.5480871364707801,0.0159275516887016,4.000000000000004,0.4867467138896434,Material_Silicone_raw_5,419.43040000000036
1770940079.3619535,-1.39,1.03,3.29,1.7300289014926888,0.5258444910784795,3.08,0.5475525017959455,0.0157670867309318,4.000000000000004,0.490973907696258,Material_Silicone_raw_5,3.7203335107326625
1770940079.3728683,-1.4,1.03,3.33,1.738073646310765,0.5219438811912565,3.1099999999999994,0.5472421816246733,0.0159614726001823,4.000000000000004,0.4947907037079713,Material_Silicone_raw_5,3.6647479248580197
1770940079.4621675,-1.42,1.04,3.37,1.760113632695344,0.5222887567972069,3.1399999999999992,0.5467464216919972,0.0159589114602415,4.000000000000004,0.4985979284464846,Material_Silicone_raw_5,0.44793233444044595
1770940079.46225,-1.44,1.05,3.41,1.7821616088334975,0.522627884517775,3.16,0.546315868915009,0.0160228747807421,4.000000000000004,0.5023920949817281,Material_Silicone_raw_5,484.89063583815073
1770940079.4622955,-1.45,1.06,3.45,1.7961347388211164,0.5206186139717398,3.19,0.5457017905363508,0.0158179156583198,4.000000000000004,0.5060212567316814,Material_Silicone_raw_5,878.3882722513097
1770940079.462336,-1.47,1.07,3.49,1.8181859090863064,0.5209700252482181,3.2199999999999998,0.5453067908246028,0.0159369392950151,4.000000000000004,0.5094917322813469,Material_Silicone_raw_5,986.8950588235302
1770940079.4623744,-1.49,1.08,3.53,1.840244548966251,0.5213155885695927,3.2399999999999998,0.544959788125812,0.0160771440182226,4.000000000000004,0.512939491117908,Material_Silicone_raw_5,1042.0631055900515
1770940079.4624138,-1.5,1.09,3.57,1.854211422680812,0.5193868076453794,3.27,0.5444479276318198,0.0160683552029914,4.000000000000004,0.516213911761278,Material_Silicone_raw_5,1016.8009696969706
1770940079.4624524,-1.52,1.1,3.61,1.8762729012593025,0.5197430419712633,3.29,0.5439857600264404,0.016107580395008,4.000000000000004,0.5194619332216692,Material_Silicone_raw_5,1035.6306172839516
1770940079.4624906,-1.53,1.11,3.65,1.890238080242804,0.5178733047587668,3.3199999999999994,0.5433751248071007,0.0159274638094235,4.000000000000004,0.5225342523659299,Material_Silicone_raw_5,1048.576000000001
1770940079.4715571,-1.55,1.12,3.69,1.9123022773609823,0.5182389591116595,3.35,0.5429384211677436,0.0160117611943989,4.000000000000004,0.5254293443726025,Material_Silicone_raw_5,4.411806037656468
1770940079.570738,-1.56,1.13,3.73,1.926265817585932,0.5164250137160639,3.37,0.5425194225799724,0.0161512574009887,4.000000000000004,0.5281429185611718,Material_Silicone_raw_5,0.40330330893400196
1770940079.5708106,-1.58,1.14,3.77,1.9483326204732088,0.5167989664918414,3.3999999999999995,0.5419860700566997,0.0161111234747747,4.000000000000004,0.5308188673169343,Material_Silicone_raw_5,551.8821052631583
1770940079.570852,-1.59,1.15,3.81,1.9622945752358385,0.5150378110755978,3.42,0.5414721749901115,0.0161428793039115,4.000000000000004,0.5333100997587694,Material_Silicone_raw_5,964.2078160919549
1770940079.570891,-1.6,1.16,3.86,1.9762590923257,0.5119840881714021,3.4599999999999995,0.5408203321107272,0.0160037788656224,4.999999999999982,0.5356171765358343,Material_Silicone_raw_5,1286.5963190184004
1770940079.5709293,-1.62,1.18,3.9,2.0041955992367613,0.5138961757283552,3.48,0.5402252148640122,0.0158869877365545,4.999999999999982,0.5379840637986597,Material_Silicone_raw_5,1042.063105590063
1770940079.570967,-1.63,1.19,3.94,2.0181674856165928,0.5122251201501199,3.5,0.5396475080181523,0.0158442357647262,4.999999999999982,0.5401599691690444,Material_Silicone_raw_5,1061.8491139240516
1770940079.571008,-1.64,1.2,3.98,2.032141727340886,0.5105882454152363,3.52,0.5390845311392138,0.015866567155783,4.999999999999982,0.5421451235274591,Material_Silicone_raw_5,975.4195348837218
1770940079.5710452,-1.66,1.21,4.02,2.0541908382621124,0.5109926187237547,3.54,0.5385540580894995,0.0159100719956839,4.999999999999982,0.5440786849129015,Material_Silicone_raw_5,1075.4625641025532
