time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material,dFz_dt
1770938722.3966277,-0.75,0.43,2.21,0.8645229898620395,0.3911866962331869,2.2,0.2684553933062494,0.0788873375143766,4.000000000000004,0.2576423860633313,Material_POM_raw_5,0.0
1770938722.4915297,-0.76,0.45,2.25,0.8832326986700617,0.3925476916099422,2.24,0.2723808702223488,0.0751073142518033,4.000000000000004,0.2618158295960591,Material_POM_raw_5,0.42148725781815294
1770938722.4916062,-0.76,0.47,2.28,0.8935882720806042,0.3919245088403927,2.26,0.2713003652982534,0.0725593349872125,4.000000000000004,0.2659700662804402,Material_POM_raw_5,391.9910280373806
1770938722.4916494,-0.77,0.49,2.31,0.9126883367283708,0.3951030050326258,2.28,0.2719181731226539,0.0733435698306828,4.000000000000004,0.2701688135002827,Material_POM_raw_5,695.1885082872985
1770938722.4916885,-0.78,0.51,2.35,0.931933474020544,0.3965672670013944,2.3199999999999994,0.272550623566742,0.0741387121217982,4.000000000000004,0.2744075473549917,Material_POM_raw_5,1023.000975609757
1770938722.4917269,-0.79,0.52,2.38,0.9457801012920498,0.3973864302124452,2.3399999999999994,0.274024550367304,0.0751340657471278,4.000000000000004,0.2785645670017171,Material_POM_raw_5,781.5473291925415
1770938722.4918008,-0.79,0.54,2.41,0.9569221493935648,0.397062967772032,2.36,0.2759952200442244,0.0757484425959794,4.000000000000004,0.2825801360972936,Material_POM_raw_5,405.90038709677754
1770938722.4918976,-0.8,0.56,2.45,0.9765244492586964,0.3985812451744698,2.39,0.2783143936066172,0.0759156632432034,4.000000000000004,0.2866287082751226,Material_POM_raw_5,413.2319211822664
1770938722.491953,-0.8,0.58,2.48,0.98812954616285,0.3984391724692248,2.3999999999999995,0.2810488009561142,0.0752658803387127,4.000000000000004,0.2905365210185184,Material_POM_raw_5,542.3668965517206
1770938722.4950953,-0.81,0.6,2.52,1.0080178569846867,0.4000069273721267,2.43,0.2828266726986969,0.0759519170589667,4.000000000000004,0.2946027290415755,Material_POM_raw_5,12.729298937784533
1770938722.506058,-0.82,0.62,2.56,1.0280077820717115,0.4015653830102846,2.4599999999999995,0.2848423465285997,0.0764003513541073,4.000000000000004,0.2986946663863607,Material_POM_raw_5,3.6487279528500935
1770938722.5170078,-0.82,0.63,2.59,1.0340696301506973,0.3992545293035398,2.4699999999999998,0.2869715173685057,0.0765920990612199,4.000000000000004,0.3025492166439572,Material_POM_raw_5,2.7397635377882112
1770938722.6053448,-0.83,0.65,2.63,1.054229576515476,0.4008475953109813,2.5,0.2892599542623008,0.0765415886277983,4.000000000000004,0.3064259902174032,Material_POM_raw_5,0.4528116768147864
1770938722.60543,-0.83,0.67,2.66,1.0666770832824712,0.4010062715324058,2.51,0.2917793149306387,0.0760303120268289,4.000000000000004,0.3101602772685448,Material_POM_raw_5,352.46252100840627
1770938722.6054738,-0.84,0.69,2.7,1.0870602559196063,0.4026147604832762,2.53,0.2939453101480335,0.0760716857536833,4.000000000000004,0.3140345504271795,Material_POM_raw_5,911.8052173913052
1770938722.6055138,-0.84,0.71,2.74,1.099863627910297,0.4014099366789634,2.5600000000000005,0.2962025983525693,0.0758777193073261,4.000000000000004,0.3177660256786334,Material_POM_raw_5,998.6438095238104
1770938722.6055515,-0.85,0.72,2.78,1.1139569111954015,0.4007037807523815,2.58,0.2986285052356636,0.0752998082194231,4.000000000000004,0.3213777694964472,Material_POM_raw_5,1061.8491139240398
1770938722.6055894,-0.85,0.74,2.81,1.1269871339105872,0.401062894251848,2.59,0.3007650037762213,0.0751447651919917,4.000000000000004,0.3249765991085496,Material_POM_raw_5,791.3781132075537
1770938722.6056275,-0.86,0.76,2.85,1.147693338832286,0.4026992758361438,2.61,0.3030740430153817,0.0746925586705701,4.000000000000004,0.3285830423963449,Material_POM_raw_5,1048.576000000001
1770938722.605665,-0.86,0.77,2.89,1.1543396380615196,0.3994253420886427,2.63,0.3054824926795065,0.0738730615332247,4.000000000000004,0.3319110090189242,Material_POM_raw_5,1068.6124840764342
1770938722.615667,-0.87,0.79,2.93,1.1751595636338072,0.4010782124763121,2.65,0.3075700085276726,0.0735949347198987,4.000000000000004,0.3354156166778348,Material_POM_raw_5,3.999145690312742
1770938722.6266222,-0.87,0.81,2.97,1.188696765369537,0.4002344663754446,2.67,0.309777304239212,0.0730287788963294,4.000000000000004,0.338774521440867,Material_POM_raw_5,3.6512690156477867
1770938722.7416875,-0.87,0.82,3.0,1.1955333537798098,0.3985109850896082,2.68,0.3117859967288072,0.0726784734731837,4.000000000000004,0.3419863813351933,Material_POM_raw_5,0.26072143865036224
1770938722.7418084,-0.88,0.84,3.04,1.2165525060596438,0.4001816137756677,2.7,0.3139276550081056,0.0720938984788758,4.000000000000004,0.3451964641854649,Material_POM_raw_5,330.91155818540466
1770938722.741887,-0.88,0.85,3.08,1.2234786471369248,0.3972331980206904,2.72,0.3161431709460413,0.0712102528882746,4.000000000000004,0.3481259758962602,Material_POM_raw_5,508.4004848484853
1770938722.7419553,-0.89,0.86,3.12,1.237618681177688,0.3966725270849875,2.74,0.3181940828665893,0.0705435123809442,4.000000000000004,0.351049855666953,Material_POM_raw_5,586.6159440559446
1770938722.742025,-0.89,0.88,3.16,1.251598977308627,0.3960755003902298,2.76,0.3203348149482288,0.0696202378534564,4.000000000000004,0.3538267624263723,Material_POM_raw_5,574.5621917808224
